Import Data,Date,Item,Received,Item Not Received Data,Pass 1,Pass 2,Pass 3,Notes
10/18/2022;[44004];Lilyna,10.18.2022,44004.0,Lilyna,Bubblt;Budulu;Duckiie;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wormgirl;Wyrmus;Zeralock;Elemenace,,,,Bountiful Gauntlets
10/18/2022;[44011];Manasponge,10.18.2022,44011.0,Manasponge,Bubblt;Budulu;Duckiie;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wormgirl;Wyrmus;Zeralock;Elemenace,,,,Leggings of the Honored
10/18/2022;[43345];Hammerzz,10.18.2022,43345.0,Hammerzz,Bubblt;Budulu;Duckiie;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wormgirl;Wyrmus;Zeralock;Elemenace,,,,
44852;44577;Hammerzz,10.18.2022,44577.0,Hammerzz,Bubblt;Budulu;Duckiie;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wormgirl;Wyrmus;Zeralock;Elemenace,,,,Heroic Key to the Focusing Iris
10/25/2022;[39717];Wyrmus,10.25.2022,39717.0,Wyrmus,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Inexorable Sabatons
10/25/2022;[39721];Elemenace,10.25.2022,39721.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Sash of the Parlor
10/25/2022;[39703];Elemenace,10.25.2022,39703.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Rescinding Grips
10/25/2022;[40107];Hammerzz,10.25.2022,40107.0,Hammerzz,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Sand-Worn Band
10/25/2022;[40107];Spuki,10.25.2022,40107.0,Spuki,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Sand-Worn Band
10/25/2022;[39726];Hammerzz,10.25.2022,39726.0,Hammerzz,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Callous-Hearted Gauntlets
10/25/2022;[39733];Elemenace,10.25.2022,39733.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Gloves of Token Respect
10/25/2022;[39730];Rumpdk,10.25.2022,39730.0,Rumpdk,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Widow's Fury
10/25/2022;[39764];Wyrmus,10.25.2022,39764.0,Wyrmus,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Bindings of the Hapless Prey
10/25/2022;[40258];Elemenace,10.25.2022,40258.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Forethought Talisman
10/25/2022;[39759];Spuki,10.25.2022,39759.0,Spuki,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Ablative Chitin Girdle
10/25/2022;[40272];Rattenfänger,10.25.2022,40272.0,Rattenfänger,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Girdle of the Gambit
10/25/2022;[40262];Terrez,10.25.2022,40262.0,Terrez,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Gloves of Calculated Risk
10/25/2022;[40071];Neverdruid,10.25.2022,40071.0,Neverdruid,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Chains of Adoration
10/25/2022;[40266];Elemenace,10.25.2022,40266.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Hero's Surrender
10/25/2022;[40257];Elemenace,10.25.2022,40257.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Defender's Code
10/25/2022;[40278];Rumpdk,10.25.2022,40278.0,Rumpdk,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Girdle of Chivalry
10/25/2022;[40281];Elemenace,10.25.2022,40281.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Twilight Mist
10/25/2022;[40288];Elemenace,10.25.2022,40288.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Spaulders of Incoherence
10/25/2022;[40636];Gagethemage,10.25.2022,40636.0,Gagethemage,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Legplates of the Lost Vanquisher
10/25/2022;[39724];Elemenace,10.25.2022,39724.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Cult's Chestguard
10/25/2022;[40203];Spuki,10.25.2022,40203.0,Spuki,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Breastplate of Tormented Rage
10/25/2022;[40625];Mochtitan,10.25.2022,40625.0,Mochtitan,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Breastplate of the Lost Conqueror
10/25/2022;[40635];Roffle,10.25.2022,40635.0,Roffle,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Legplates of the Lost Protector
10/25/2022;[40634];Bubblt,10.25.2022,40634.0,Bubblt,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Legplates of the Lost Conqueror
10/25/2022;[40107];Duckiie,10.25.2022,40107.0,Duckiie,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Sand-Worn Band
10/25/2022;[40315];Elemenace,10.25.2022,40315.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Shoulderpads of Secret Arts
10/25/2022;[40324];Rattenfänger,10.25.2022,40324.0,Rattenfänger,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Bands of Mutual Respect
10/25/2022;[40319];Elemenace,10.25.2022,40319.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Chestpiece of Suspicion
10/25/2022;[40258];Spuki,10.25.2022,40258.0,Spuki,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Forethought Talisman
10/25/2022;[40329];Elemenace,10.25.2022,40329.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Hood of the Exodus
10/25/2022;[40338];Reae,10.25.2022,40338.0,Reae,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Bindings of Yearning
10/25/2022;[40337];Hammerzz,10.25.2022,40337.0,Hammerzz,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Libram of Resurgence
10/25/2022;[40343];Roffle,10.25.2022,40343.0,Roffle,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Armageddon
10/25/2022;[40626];Terrez,10.25.2022,40626.0,Terrez,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Breastplate of the Lost Protector
10/25/2022;[40626];Budulu,10.25.2022,40626.0,Budulu,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Breastplate of the Lost Protector
10/25/2022;[40350];Reae,10.25.2022,40350.0,Reae,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Urn of Lost Memories
10/25/2022;[40080];Lumchi,10.25.2022,40080.0,Lumchi,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Lost Jewel
10/25/2022;[40184];Elemenace,10.25.2022,40184.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Crippled Treads
10/25/2022;[40200];Elemenace,10.25.2022,40200.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Belt of Potent Chanting
10/25/2022;[40193];Elemenace,10.25.2022,40193.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Tunic of Masked Suffering
10/25/2022;[40238];Elemenace,10.25.2022,40238.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Gloves of the Dancing Bear
10/25/2022;[40252];Duckiie,10.25.2022,40252.0,Duckiie,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Cloak of the Shadowed Sun
10/25/2022;[40201];Elemenace,10.25.2022,40201.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Leggings of Colossal Strides
10/25/2022;[40210];Elemenace,10.25.2022,40210.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Chestguard of Bitter Charms
10/25/2022;[40382];Reae,10.25.2022,40382.0,Reae,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Soul of the Dead
10/25/2022;[40372];Elemenace,10.25.2022,40372.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Rune of Repulsion
10/25/2022;[40375];Neverdruid,10.25.2022,40375.0,Neverdruid,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Ring of Decaying Beauty
10/25/2022;[40362];Wyrmus,10.25.2022,40362.0,Wyrmus,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Gloves of Fast Reactions
10/25/2022;[40396];Zeralock,10.25.2022,40396.0,Zeralock,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,The Turning Tide
10/25/2022;[40383];Relsie,10.25.2022,40383.0,Relsie,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Calamity's Grasp
10/25/2022;[40632];Roffle,10.25.2022,40632.0,Roffle,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Crown of the Lost Protector
10/25/2022;[40632];Wyrmus,10.25.2022,40632.0,Wyrmus,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Crown of the Lost Protector
10/25/2022;[40405];Reae,10.25.2022,40405.0,Reae,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Cape of the Unworthy Wizard
10/25/2022;[40638];Wyrmus,10.25.2022,40638.0,Wyrmus,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Mantle of the Lost Protector
10/25/2022;[40637];Bubblt,10.25.2022,40637.0,Bubblt,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Mantle of the Lost Conqueror
10/25/2022;[40246];Zeralock,10.25.2022,40246.0,Zeralock,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Boots of Impetuous Ideals
10/25/2022;[40301];Elemenace,10.25.2022,40301.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Cincture of Polarity
10/25/2022;[40561];Sinc,10.25.2022,40561.0,Sinc,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Leash of Heedless Magic
10/25/2022;[40532];Bubblt,10.25.2022,40532.0,Bubblt,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Living Ice Crystals
10/25/2022;[40594];Elemenace,10.25.2022,40594.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Spaulders of Catatonia
10/25/2022;[40549];Terrez,10.25.2022,40549.0,Terrez,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Boots of the Renewed Flight
10/25/2022;[40432];Reae,10.25.2022,40432.0,Reae,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Rattenfänger;Reae;Relsie;Roffle;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock; Wormgirl,,,,Illustration of the Dragon Soul
